filename,null_gamma,gamma,choices,candidates,level,partisan,type,irv1,irv2,condorcet1,plurality1,approval1irv2,condorcet2,plurality2,approval2,approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality,partisan2,diff,linearvotersfailure,mirror
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,1,1,3,2,LOCAL,NO,B,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,0.16616617,0,0,,0,[],no,
Alaska_11082022_HouseDistrict2.csv,1,1,3,2,STATE,YES,R,"Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca",,"Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca","Himschoot, Rebecca",0.997998,0.19066937,0,,1,[],no,
Alaska_11082022_SenateDistrictS.csv,1,1,3,2,STATE,YES,S,"Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.",,"Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.","Hoffman, Lyman F.",0.995996,0.22965117,0,,1,[],no,
Alaska_11082022_SenateDistrictM.csv,1,1,3,2,STATE,YES,S,"Hughes, Shelley","Hughes, Shelley","Hughes, Shelley","Hughes, Shelley",,"Hughes, Shelley","Hughes, Shelley","Hughes, Shelley","Hughes, Shelley",0.997998,0,0,,1,[],no,
Minneapolis_11022021_CityCouncilWard6.csv,1,1,3,2,LOCAL,NO,R,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,0.997998,0.1923077,0,,0,[],no,
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,1,1,3,2,LOCAL,RP,R,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,,James F. Reilly,James F. Reilly,James F. Reilly,James F. Reilly,0.994995,0.23826715,0,,,[],no,
Oakland_11062012_SchoolDirectorDistrict7.csv,1,1,3,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,0.992993,0.37251821,0,,0,[],no,
Oakland_11082016_SchoolDirectorDistrict7.csv,1,1,3,2,LOCAL,NO,B,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS,0.993994,0.24859184,0,,0,[],no,
Oakland_11082022_CityCouncilmemberDistrict4.csv,1,1,5,2,LOCAL,NO,R,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,JANANI RAMACHANDRAN,0.993994,0.23198128,0,,0,[],no,
Berkeley_11062018_CityAuditor.csv,1,1,3,2,LOCAL,NO,O,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG,,JENNY WONG,JENNY WONG,JENNY WONG,JENNY WONG,0.2112112,0,0,,0,[],no,
SanLeandro_11062012_CountyCouncilDistrict6.csv,1,1,3,2,LOCAL,NO,R,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,,JIM PROLA,JIM PROLA,JIM PROLA,JIM PROLA,0.98999,0.4253962,0,,0,[],no,
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,1,1,3,2,LOCAL,RP,R,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,,Joann Ariola,Joann Ariola,Joann Ariola,Joann Ariola,0.996997,0,0,,,[],no,
Oakland_11062012_SchoolDirectorDistrict1.csv,1,1,3,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,0.995996,0.105983,0,,0,[],no,
Oakland_11082016_SchoolDirectorDistrict1.csv,1,1,3,2,LOCAL,NO,B,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,0.995996,0.030701192,0,,0,[],no,
SanFrancisco_11082022_BoardofSupervisorsD4.csv,1,1,3,2,LOCAL,NO,B,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,JOEL ENGARDIO,0.995996,0.47834861,0,,0,[],no,
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,1,1,3,2,LOCAL,CP,R,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,0.46146145,0,0,,,[],no,
Alaska_11082022_HouseDistrict25.csv,1,1,3,2,STATE,YES,R,"Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.",,"Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.","Johnson, DeLena M.",0.996997,0,0,,1,[],no,
Minneapolis_11052013_PRBoardDistrict2.csv,1,1,3,2,LOCAL,NO,B,JON OLSON,JON OLSON,JON OLSON,JON OLSON,,JON OLSON,JON OLSON,JON OLSON,JON OLSON,0.993994,0.17676312,0,,0,[],no,
Minneapolis_11062009_PRBoardDistrict2.csv,1,1,3,2,LOCAL,NO,B,Jon Olson,Jon Olson,Jon Olson,Jon Olson,,Jon Olson,Jon Olson,Jon Olson,Jon Olson,0.995996,0.31524065,0,,0,[],no,
Minneapolis_11072017_PRBoardDistrict4.csv,1,1,3,2,LOCAL,NO,B,Jono Cowgill,Jono Cowgill,Jono Cowgill,Jono Cowgill,,Jono Cowgill,Jono Cowgill,Tom Nordyke,Tom Nordyke,0.993994,0.48587224,0,,0,[],no,
Alaska_11082022_HouseDistrict13.csv,1,1,3,2,STATE,YES,R,"Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy",,"Josephson, Andy","Josephson, Andy","Josephson, Andy","Josephson, Andy",0.996997,0.40932313,0,,1,[],no,
Minneapolis_11072017_PRBoardDistrict2.csv,1,1,3,2,LOCAL,NO,B,Kale Severson,Kale Severson,Kale Severson,Kale Severson,,Kale Severson,Kale Severson,Kale Severson,Kale Severson,0.993994,0.37632376,0,,0,[],no,
Berkeley_03072017_CityCouncilDistrict4.csv,1,1,3,2,LOCAL,NO,R,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,0.993994,0.28506312,0,,0,[],no,
Alaska_11082022_SenateDistrictF.csv,1,1,3,2,STATE,YES,S,"Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D.",,"Kaufman, James D.","Kaufman, James D.","Kaufman, James D.","Kaufman, James D.",0.997998,0.25783527,0,,1,[],no,
Berkeley_11042014_CityCouncilDistrict7.csv,1,1,3,2,LOCAL,NO,R,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,KRISS WORTHINGTON,0.993994,0.38873628,0,,0,[],no,
Berkeley_11062012_CityCouncilDistrict5.csv,1,1,3,2,LOCAL,NO,R,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,LAURIE CAPITELLI,0.995996,0.390625,0,,0,[],no,
Minneapolis_11072017_Ward13CityCouncil.csv,1,1,3,2,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,0.997998,0,0,,0,[],no,
SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,1,1,3,2,LOCAL,NO,B,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,0.993994,0.45393178,0,,0,[],no,
Oakland_11082016_CityCouncilDistrict3.csv,1,1,3,2,LOCAL,NO,R,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,,LYNETTE GIBSON MCELHANEY,LYNETTE GIBSON MCELHANEY,NONI D. SESSION,NONI D. SESSION,0.993994,0.39832214,0,,0,[],no,
StLouisPark_11022021_CityCouncilWard2.csv,1,1,3,2,LOCAL,NO,R,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,Lynette Lungay Dumalag,,0,0,,0,[],no,
SanFrancisco_11082022_PublicDefender.csv,1,1,3,2,LOCAL,NO,O,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,,MANO RAJU,MANO RAJU,MANO RAJU,MANO RAJU,0.993994,0.11640441,0,,0,[],no,
Berkeley_11062012_CityCouncilDistrict3.csv,1,1,3,2,LOCAL,NO,R,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,MAX ANDERSON,0.995996,0.28678736,0,,0,[],no,
Alaska_11082022_HouseDistrict21.csv,1,1,3,2,STATE,YES,R,"Mears, Donna C.","Mears, Donna C.","Mears, Donna C.","Mears, Donna C.",,"Mears, Donna C.","Mears, Donna C.","Wolfe, Forrest M.","Wolfe, Forrest M.",0.997998,0.45851648,0,,1,[],no,
Burlington_03072023_CityCouncilCentralDistrict.csv,1,1,3,2,LOCAL,YES,R,MELO GRANT,MELO GRANT,MELO GRANT,MELO GRANT,,MELO GRANT,MELO GRANT,MELO GRANT,MELO GRANT,0.993994,0.28421703,0,,1,[],no,
Alaska_11082022_SenateDistrictL.csv,1,1,3,2,STATE,YES,S,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.",,"Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.","Merrick, Kelly R.",0.994995,0.32930514,0,,1,[],no,
SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,1,1,3,2,LOCAL,NO,B,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,0.997998,0,0,,0,[],no,
Alaska_11082022_HouseDistrict19.csv,1,1,3,2,STATE,YES,R,"Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.",,"Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.","Mina, Genevieve G.",0.993994,0.16849662,0,,1,[],no,
Oakland_11082016_CityCouncilDistrict5.csv,1,1,3,2,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,0.993994,0.36595073,0,,0,[],no,
Alaska_11082022_HouseDistrict1.csv,1,1,3,2,STATE,YES,R,"Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""",,"Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""","Ortiz, Daniel H. ""Dan""",0.996997,0.41585127,0,,1,[],no,
Oakland_11022010_CityCouncilDistrict2.csv,1,1,3,2,LOCAL,NO,E,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,PATRICIA KERNIGHAN,0.993994,0.26379836,0,,0,[],no,
SanLeandro_11022010_CountyCouncilDistrict5.csv,1,1,3,2,LOCAL,NO,R,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,0.991992,0.44112507,0,,0,[],no,
SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,1,1,3,2,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.73173171,0,0,,0,[],no,
SanFrancisco_11082022_BoardofSupervisorsD8.csv,1,1,3,2,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.995996,0.005575356,0,,0,[],no,
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,1,1,3,2,LOCAL,DP,R,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,0.992993,0.31458578,0,,,[],no,
Alaska_11082022_HouseDistrict29.csv,1,1,3,2,STATE,YES,R,"Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George",,"Rauscher, George","Rauscher, George","Rauscher, George","Rauscher, George",0.996997,0,0,,1,[],no,
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,1,1,3,2,LOCAL,DP,R,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,0.995996,0.35871559,0,,,[],no,
Oakland_11062012_SchoolDirectorDistrict5.csv,1,1,3,2,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,0.992993,0.40376186,0,,0,[],no,
Alaska_11082022_HouseDistrict7.csv,1,1,3,2,STATE,YES,R,"Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin",,"Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin","Ruffridge, Justin",0.995996,0.41450566,0,,1,[],no,
Alaska_11082022_HouseDistrict12.csv,1,1,3,2,STATE,YES,R,"Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.",,"Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.","Schrage, Calvin R.",0.996997,0.21355186,0,,1,[],no,
Minneapolis_11062009_PRBoardDistrict3.csv,1,1,3,2,LOCAL,NO,B,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,0.996997,0,0,,0,[],no,
SanFrancisco_11082022_BoardofSupervisorsD10.csv,1,1,3,2,LOCAL,NO,B,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,0.994995,0.15129168,0,,0,[],no,
Oakland_11042014_SchoolDirectorDistrict6.csv,1,1,3,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,0.992993,0.35335982,0,,0,[],no,
Oakland_11062018_SchoolDirectorDistrict6.csv,1,1,3,2,LOCAL,NO,B,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,0.3903904,0,0,,0,[],no,
