Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,filename,diff,linear voters failure,gamma,mirror,#candidates,level,partisan,type,IRV1,IRV2,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,polarization,median_voter_distance,median_voter_preference_distance,bimodality
256,256,256,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.852951115,,3,LOCAL,NO,R,NOEL GALLO,RICHARD SANTOS RAYA,NOEL GALLO,NOEL GALLO,,RICHARD SANTOS RAYA,NOEL GALLO,RICHARD SANTOS RAYA,NOEL GALLO,0.546546547,0.310442842,0.552745312,2.099274103
258,258,258,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,[],no,0.936720608,,3,LOCAL,NO,B,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,,SAM DAVIS,SAM DAVIS,SAM DAVIS,SAM DAVIS,0.536536537,0.099046454,0,3.109813635
264,264,264,Oakland_11042014_CityCouncilDistrict4.csv,[],no,0.932486593,,3,LOCAL,NO,R,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,ANNIE CAMPBELL WASHINGTON,0.428428428,0.149234679,0,1.883520156
275,275,275,Oakland_11062012_CityCouncilDistrict7.csv,[],no,0.898140124,,3,LOCAL,NO,R,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,0.520520521,0.210006587,0,2.324503905
277,277,277,Oakland_11062012_SchoolDirectorDistrict3.csv,['Approval'],no,0.819783527,,3,LOCAL,NO,B,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,RICHARD FUENTES,JUMOKE HINTON HODGE,0.495495495,0.376360053,0.501038302,2.514261792
281,281,281,Oakland_11062018_CityCouncilDistrict2.csv,[],no,0.948683772,,3,LOCAL,NO,R,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,NIKKI FORTUNATO BAS,0.395395395,0.040282928,0,3.980642644
290,290,290,Oakland_11082016_CityCouncilDistrict7.csv,[],no,0.87876095,,3,LOCAL,NO,R,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,,LARRY E. REID,LARRY E. REID,LARRY E. REID,LARRY E. REID,0.475475475,0.224451163,0,1.445975378
299,299,299,Oakland_11082022_Schoolboarddistrict2.csv,[],no,0.962519038,,3,LOCAL,NO,B,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,JENNIFER BROUHARD,0.432432432,0,0,3.087474686
300,300,300,Oakland_11082022_Schoolboarddistrict4.csv,"['Condorcet', 'Plurality']",no,0.861557618,,3,LOCAL,NO,B,MIKE HUTCHINSON,MIKE HUTCHINSON,-1,NICK RESNICK,,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,0.560560561,0,0,3.007430843
301,301,301,Oakland_11082022_Schoolboarddistrict6.csv,[],no,0.920192638,,3,LOCAL,NO,B,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,VALARIE BACHELOR,0.477477477,0.131809426,0,3.717989529
312,312,312,Portland_11082022_SchoolBoardDistrict3.csv,[],no,0.948528229,,3,LOCAL,NO,B,"Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.",,"Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.","Opperman, Julianne R.",0.451451451,0.0814698,0,3.697865249
313,313,313,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,[],no,0.945364388,,3,LOCAL,NO,B,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,RAFAEL MANDELMAN,0.387387387,0.153749956,0,2.705975393
325,325,325,SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,[],no,0.875658525,,3,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.990990991,0.287945014,0.541268807,3.461858595
327,327,327,SanFrancisco_11032015_Sheriff.csv,[],no,0.963703062,,3,LOCAL,NO,O,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,VICKI HENNESSY,0.595595596,0.006913415,0,2.406253728
337,337,337,SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,['Approval'],no,0.855352108,,3,LOCAL,NO,B,CARMEN CHU,CARMEN CHU,CARMEN CHU,CARMEN CHU,,CARMEN CHU,CARMEN CHU,RON DUDUM,CARMEN CHU,0.516516517,0.285686026,0.521637543,3.031285678
338,338,338,SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,[],no,0.854050867,,3,LOCAL,NO,B,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,0.520520521,0.071333798,0,0.724675111
339,339,339,SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,[],no,0.911954141,,3,LOCAL,NO,B,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,SEAN R. ELSBERND,0.538538539,0.065303182,0,0.554917208
353,353,353,SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,['Approval'],no,0.828877849,,3,LOCAL,NO,B,MATT HANEY,MATT HANEY,MATT HANEY,MATT HANEY,,MATT HANEY,MATT HANEY,CHRISTINE JOHNSON,MATT HANEY,0.554554555,0.25220947,0,1.11228255
359,359,359,SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,[],no,0.94961057,,3,LOCAL,NO,B,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,,Bevan Dufty,Bevan Dufty,Bevan Dufty,Bevan Dufty,0.425425425,0.107572739,0,1.870704314
377,377,377,SanLeandro_11022010_CountyCouncilDistrict1.csv,[],no,0.998596421,,3,LOCAL,NO,R,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY,0.422422422,0,0,2.766467043
383,383,383,SanLeandro_11042014_CountyCouncilDistrict3.csv,['Approval'],no,0.909455749,,3,LOCAL,NO,R,LEE THOMAS,LEE THOMAS,LEE THOMAS,LEE THOMAS,,LEE THOMAS,LEE THOMAS,VICTOR AGUILAR,LEE THOMAS,0.437437437,0.212098252,0,2.498976855
384,384,384,SanLeandro_11042014_CountyCouncilDistrict5.csv,['Approval'],no,0.804612559,,3,LOCAL,NO,R,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,CORINA LOPEZ,,CORINA LOPEZ,CORINA LOPEZ,MIA OUSLEY,CORINA LOPEZ,0.985985986,0.2631926,0.508679974,1.664659257
386,386,386,SanLeandro_11062012_CountyCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Plurality']",yes,0.902782712,,3,LOCAL,NO,R,URSULA REED,MORGAN MACK-ROSE,URSULA REED,URSULA REED,,MORGAN MACK-ROSE,MORGAN MACK-ROSE,MORGAN MACK-ROSE,MORGAN MACK-ROSE,0.444444444,0.345886379,0.455257442,3.121180138
389,389,389,SanLeandro_11062018_CountyCouncilDistrict1.csv,[],no,0.762612468,,3,LOCAL,NO,R,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,0.513513514,0.19048427,0,1.29221211
394,394,394,SantaFe_03062018_CityCouncilDistrict2.csv,['Approval'],no,0.862895494,,3,LOCAL,NO,R,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,Carol Romero-Wirth,,Carol Romero-Wirth,Carol Romero-Wirth,Nate Downey,Carol Romero-Wirth,0.419419419,0.209014746,0,1.951605427
395,395,395,SantaFe_03062018_CityCouncilDistrict4.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.713032837,,3,LOCAL,NO,R,JoAnne Vigil Coppler,Eric John Holmes,JoAnne Vigil Coppler,JoAnne Vigil Coppler,,Eric John Holmes,JoAnne Vigil Coppler,Eric John Holmes,JoAnne Vigil Coppler,0.502502503,0.500807699,0.509389197,3.429656172
397,397,397,Springville_11022021_CityCouncil2yr.csv,[],no,0.890834021,,3,LOCAL,NO,R,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,CHRIS SORENSEN,0.451451451,0.097895728,0,3.143803949
398,398,398,Springville_11022021_Mayor.csv,[],no,0.723856209,,3,LOCAL,NO,E,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,,MATT PACKARD,MATT PACKARD,MATT PACKARD,MATT PACKARD,0.552552553,0.133415347,0,0.34285035
400,400,400,StLouisPark_11022021_CityCouncilWard3.csv,[],no,0.912005966,,3,LOCAL,NO,R,Sue Budd,Sue Budd,Sue Budd,Sue Budd,,Sue Budd,Sue Budd,Sue Budd,Sue Budd,0.513513514,0.080109823,0,2.90740348
401,401,401,TakomaPark_11082022_CityCouncilWard1.csv,[],no,0.827078734,,3,LOCAL,NO,R,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,,Shana Fulcher,Shana Fulcher,Shana Fulcher,Shana Fulcher,0.449449449,0.198648806,0,1.519441957
403,403,403,TakomaPark_11082022_CityCouncilWard5.csv,['Approval'],no,0.856262834,,3,LOCAL,NO,R,Cara Honzak,Cara Honzak,Cara Honzak,Cara Honzak,,Cara Honzak,Cara Honzak,A. J. Campbell,Cara Honzak,0.449449449,0.320631978,0.457296755,2.774754586
406,406,406,Vineyard_11022021_Mayor.csv,[],no,0.800910865,,3,LOCAL,NO,E,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,JULIE FULLMER,0.155155155,0.108938868,0,1.86526754
408,408,408,WoodlandHills_11022021_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.86259542,,3,LOCAL,NO,E,BRENT WINDER,BENJAMIN J HILLYARD,BRENT WINDER,BRENT WINDER,,BENJAMIN J HILLYARD,BRENT WINDER,BENJAMIN J HILLYARD,BRENT WINDER,0.972972973,0.384857647,0.411494644,2.242843792
57,57,57,Albany_11082022_BoardofEducation.csv,[],no,0.687105223,,4,LOCAL,NO,B,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,0.095095095,0.118114111,0.018024704,3.138176081
60,60,60,Berkeley_11022010_CityCouncilDistrict1.csv,[],no,0.90872318,,4,LOCAL,NO,R,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,,LINDA MAIO,LINDA MAIO,LINDA MAIO,LINDA MAIO,0.101101101,0,0,0.955303515
61,61,61,Berkeley_11022010_CityCouncilDistrict4.csv,[],no,0.862881178,,4,LOCAL,NO,R,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,JESSE ARREGUIN,0.307307307,0.152785665,0,2.13876164
64,64,64,Berkeley_11032020_MayorBerkeleyRCV.csv,[],no,0.838578089,,4,LOCAL,NO,E,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,0.229229229,0,0,1.254099543
65,65,65,Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,[],no,0.778129952,,4,LOCAL,NO,R,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,0.325325325,0,0,3.382525751
71,71,71,Berkeley_11042014_CityCouncilDistrict8.csv,[],no,0.801457597,,4,LOCAL,NO,R,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,0.3003003,0.21351403,0.298769319,3.209012993
78,78,78,Berkeley_11062018_CityCouncilDistrict1.csv,[],no,0.859604663,,4,LOCAL,NO,R,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,0.087087087,0.045146851,0,2.493263267
81,81,81,Berkeley_11062018_CityCouncilDistrict8.csv,[],no,0.881886159,,4,LOCAL,NO,R,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,0.169169169,0,0,1.816995832
83,83,83,Berkeley_11082016_CityCouncilDistrict3.csv,[],no,0.84234171,,4,LOCAL,NO,R,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,0.157157157,0,0,1.696041363
95,95,95,Eastpointe_11052019_CityCouncil.csv,[],no,0.699920032,,4,LOCAL,NO,R,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,0.33033033,0.141557864,0,3.60706244
101,101,101,LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,[],no,0.750666667,,4,LOCAL,NO,R,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,TESSA ABEYTA STUVE,0.618618619,0.134846637,0,3.216182562
104,104,104,Maine_06122018_DemocraticPrimaryforCD2.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.759089005,,4,FEDERAL,NO,R,"Golden, Jared F.","St. Clair, Lucas R.","Golden, Jared F.","Golden, Jared F.",,"St. Clair, Lucas R.","Golden, Jared F.","St. Clair, Lucas R.","Golden, Jared F.",0.253253253,0.202267005,0.261952137,3.246088997
115,115,115,Minneapolis_11022021_CityCouncilWard1.csv,['Approval'],no,0.825439902,,4,LOCAL,NO,R,Elliott Payne,Elliott Payne,Elliott Payne,Elliott Payne,,Elliott Payne,Elliott Payne,Kevin Reich,Elliott Payne,0.427427427,0.25,0.291712425,3.576083372
121,121,121,Minneapolis_11022021_CityCouncilWard3.csv,[],no,0.921297687,,4,LOCAL,NO,R,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,,Michael Rainville,Michael Rainville,Michael Rainville,Michael Rainville,0.348348348,0.111003293,0,3.799606329
125,125,125,Minneapolis_11022021_CityCouncilWard7.csv,[],no,0.949745712,,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,0.309309309,0,0,1.111574408
134,134,134,Minneapolis_11022021_ParkBoardDistrict6.csv,['Plurality'],no,0.891073326,,4,LOCAL,NO,B,Cathy Abene,Cathy Abene,Cathy Abene,Risa Hustad,,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,0.986986987,0.020244541,0,3.589228136
139,139,139,Minneapolis_11052013_Ward5CityCouncil.csv,[],no,0.844501718,,4,LOCAL,NO,R,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,0.231231231,0,0,2.144041746
146,146,146,Minneapolis_11062009_PRBoardDistrict6.csv,[],no,0.954933301,,4,LOCAL,NO,B,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,0.16016016,0,0,3.564929671
147,147,147,Minneapolis_11062009_Ward10CityCouncil.csv,[],no,0.944043321,,4,LOCAL,NO,R,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,0.266266266,0,0,0.651302393
149,149,149,Minneapolis_11062009_Ward12CityCouncil.csv,[],no,0.935894714,,4,LOCAL,NO,R,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,0.467467467,0.070818788,0,1.638270119
153,153,153,Minneapolis_11062009_Ward3CityCouncil.csv,[],no,0.978072179,,4,LOCAL,NO,R,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,0.452452452,0,0,0.84957244
154,154,154,Minneapolis_11062009_Ward4CityCouncil.csv,[],no,0.899271845,,4,LOCAL,NO,R,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,0.373373373,0.227302955,0.37703872,2.0345072
159,159,159,Minneapolis_11062009_Ward9CityCouncil.csv,[],no,0.95322419,,4,LOCAL,NO,R,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,0.142142142,0,0,1.10045546
166,166,166,Minneapolis_11072017_PRBoardDistrict6.csv,"['IRV', 'Condorcet']",yes,0.934555116,,4,LOCAL,NO,B,Brad Bourn,Bob Fine,Brad Bourn,Brad Bourn,,Bob Fine,Brad Bourn,Bob Fine,Bob Fine,0.298298298,0.240004684,0.30255936,3.807416444
167,167,167,Minneapolis_11072017_Ward10CityCouncil.csv,[],no,0.855466174,,4,LOCAL,NO,R,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,0.188188188,0.065930005,0,1.006770812
172,172,172,Minneapolis_11072017_Ward3CityCouncil.csv,[],no,0.891756347,,4,LOCAL,NO,R,Steve Fletcher,Steve Fletcher,Steve Fletcher,Ginger Jentzen,,Steve Fletcher,Ginger Jentzen,Steve Fletcher,Steve Fletcher,0.602602603,0.137580957,0,3.388710171
173,173,173,Minneapolis_11072017_Ward4CityCouncil.csv,['Plurality'],no,0.898040708,,4,LOCAL,NO,R,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,0.283283283,0.104486533,0,2.673812452
174,174,174,Minneapolis_11072017_Ward5CityCouncil.csv,[],no,0.885721074,,4,LOCAL,NO,R,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,0.362362362,0.104975544,0,3.494886328
175,175,175,Minneapolis_11072017_Ward6CityCouncil.csv,[],no,0.988496188,,4,LOCAL,NO,R,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,0.241241241,0.118546975,0,3.961093144
176,176,176,Minneapolis_11072017_Ward7CityCouncil.csv,[],no,0.879762167,,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,0.12012012,0,0,1.123041208
177,177,177,Minneapolis_11072017_Ward8CityCouncil.csv,[],no,0.802688308,,4,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,0.987987988,0.057940468,0,0.228585863
178,178,178,Minneapolis_11072017_Ward9CityCouncil.csv,['Approval'],no,0.822109276,,4,LOCAL,NO,R,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,,Alondra Cano,Alondra Cano,Mohamed Farah,Alondra Cano,0.246246246,0.180102938,0.256191507,2.175830236
260,260,260,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,[],no,0.660214552,,4,LOCAL,NO,B,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,MIKE HUTCHINSON,0.304304304,0,0,2.379753056
268,268,268,Oakland_11042014_SchoolDirectorDistrict4.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.854151177,,4,LOCAL,NO,B,NINA SENN,KARL DEBRO,NINA SENN,NINA SENN,,KARL DEBRO,KARL DEBRO,KARL DEBRO,NINA SENN,0.241241241,0.254771879,0.254771879,3.253826575
274,274,274,Oakland_11062012_CityCouncilDistrict5.csv,[],no,0.890435245,,4,LOCAL,NO,R,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,0.237237237,0,0,3.461969173
294,294,294,Oakland_11082016_SchoolDirectorDistrict5.csv,['Approval'],no,0.907741887,,4,LOCAL,NO,B,ROSIE TORRES,ROSIE TORRES,ROSIE TORRES,HUBER TRENADO,,ROSIE TORRES,HUBER TRENADO,HUBER TRENADO,ROSIE TORRES,0.197197197,0.061567429,0,3.624028391
297,297,297,Oakland_11082022_CityCouncilmemberDistrict6.csv,[],no,0.657781077,,4,LOCAL,NO,R,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,KEVIN JENKINS,0.293293293,0.048595184,0,0.688903771
317,317,317,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,[],no,0.836286431,,4,LOCAL,NO,B,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,,Arron Peskin,Arron Peskin,Arron Peskin,Arron Peskin,0.347347347,0.151108372,0,0.874700654
324,324,324,SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,[],no,0.855721108,,4,LOCAL,NO,B,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,SCOTT WIENER,0.324324324,0.057533447,0,3.446459418
329,329,329,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,[],no,0.884610485,,4,LOCAL,NO,B,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,0.173173173,0.052401544,0,2.968243165
330,330,330,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,[],no,0.695522904,,4,LOCAL,NO,B,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,,AARON PESKIN,AARON PESKIN,AARON PESKIN,AARON PESKIN,0.306306306,0.125596442,0,2.105465065
331,331,331,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,[],no,0.610632802,,4,LOCAL,NO,B,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,DEAN PRESTON,0.316316316,0.091741293,0,3.870301214
343,343,343,SanFrancisco_11052019_DistrictAttorney.csv,"['IRV', 'Condorcet']",yes,0.751598646,,4,LOCAL,NO,O,CHESA BOUDIN,SUZY LOFTUS,CHESA BOUDIN,CHESA BOUDIN,,SUZY LOFTUS,CHESA BOUDIN,SUZY LOFTUS,SUZY LOFTUS,0.348348348,0.352884205,0.352884205,3.491414197
345,345,345,SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",yes,0.839895345,,4,LOCAL,NO,B,DEAN PRESTON,VALLIE BROWN,DEAN PRESTON,DEAN PRESTON,,VALLIE BROWN,VALLIE BROWN,VALLIE BROWN,DEAN PRESTON,0.218218218,0.217059604,0.220745788,4.207484834
351,351,351,SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,[],no,0.856674208,,4,LOCAL,NO,B,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,0.303303303,0.051348412,0,3.048677438
360,360,360,SanFrancisco_11082005_AssessorRecorder.csv,[],no,0.752118219,,4,LOCAL,NO,O,Phil Ting,Phil Ting,Phil Ting,Phil Ting,,Phil Ting,Phil Ting,Phil Ting,Phil Ting,0.35035035,0.132848178,0.257779138,3.836721207
361,361,361,SanFrancisco_11082005_Treasurer.csv,[],no,0.923446521,,4,LOCAL,NO,O,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,0.206206206,0,0,1.401908777
364,364,364,SanFrancisco_11082011_Sheriff.csv,"['IRV', 'Condorcet', 'Approval']",yes,0.884160769,,4,LOCAL,NO,O,ROSS MIRKARIMI,CHRIS CUNNIE,ROSS MIRKARIMI,ROSS MIRKARIMI,,CHRIS CUNNIE,ROSS MIRKARIMI,CHRIS CUNNIE,ROSS MIRKARIMI,0.307307307,0.307288534,0.311419966,2.761227224
370,370,370,SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,[],no,0.918404832,,4,LOCAL,NO,B,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,0.235235235,0.017310183,0,2.410658052
373,373,373,SanFrancisco_11082022_BoardofSupervisorsD6.csv,[],no,0.738261616,,4,LOCAL,NO,B,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,0.261261261,0.123510851,0,3.017240122
375,375,375,SanFrancisco_11082022_DistrictAttorney.csv,"['IRV', 'Condorcet']",yes,0.774814531,,4,LOCAL,NO,O,BROOKE JENKINS,JOHN HAMASAKI,BROOKE JENKINS,BROOKE JENKINS,,JOHN HAMASAKI,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,0.336336336,0.238484511,0.339632899,3.45776737
